TEMP
-2,6
-1,6
4,3
3,1
1,7
-2,5
2,7
1,2
-2,6
-4,3
13,8
16,7
16,9
11,7
8,2
3,8
11,6
1,8
11,9
13,8
9
3,3
2,9
4,1
12,6
1,5
1,6
10,1
17,1
18,6
16,9
9,3
7,2
1,1
2,8
8,4
16,3
-2
9,8
10,4
7,7
0,3
-1,7
10,7
10,4
9,7
9,6
4,3
6,6
6,4
3,3
3,6
7,6
2,9
1,3
-0,8
-0,4
0,5
2,2
7,2
7,6
1,4
2,4
2,4
8,1
12
9,1
7,3
5,9
5,3
6
8,4
12,6
9,2
7,2
6,5
5,3
5,6
10,6
11,5
11,4
8,6
8,7
10,5
5,4
2,9
2,6
3
4,8
4,4
-1,2
-2,1
-0,1
3,8
3,8
-1,7
0,2
1,4
6,2
7,5
7,7
6,9
4,1
9,3
7,8
7,1
3,1
8,5
-0,4
-0,2
4,8
8,2
10,3
7,1
8
18,6
18,9
14,5
5,3
9,5
8,2
4,6
2,2
3,5
3,2
5,3
10,9
6,1
4,9
4,8
4,4
6
6,9
11,9
11,5
9,9
3,6
2,9
14,3
17,7
8,5
6,6
5,4
9,7
15,6
14
12,8
8,3
6,3
12,1
11
10,7
5
3,4
8,5
11,7
9,2
2,7
9,5
7,5
11,4
12,3
6,6
6
5,1
11,5
11,3
7,3
6,4
4,5
7,3
11
11,3
12,8
3,2
6
7,8
4,6
5,7
20,9
17
11,4
10,4
8,9
13,4
7
7
5,8
7,1
16,2
14,4
9,6
7,8
13
19,5
11
10,7
20,2
22
13,6
10
9,1
8,7
8,6
8,5
12,1
13,1
12,1
8,4
6,3
11,6
12,7
13,5
14,1
11,4
8,4
6,2
5,9
4,1
1,9
2,6
6,5
5,6
13,9
9,4
15,5
10,5
9,5
8,3
6,3
8
6,4
22,2
6,9
9,3
14,4
23,6
21,8
23,4
21,8
17,7
18,1
19,9
19,3
15,5
15,1
14
27,6
16,2
11,9
11,8
28,5
29,1
24,8
18,5
16,3
19,1
21,4
22,5
18,5
16,1
14,5
14,1
13,8
15,6
24,3
27,3
26,4
22,5
17,7
17,4
30,6
28,6
26,9
25,2
16,5
20,2
28,5
28,9
24,2
23,1
18,5
21,9
21,6
21,3
20
18,6
17,7
17,6
18,3
18,5
18,1
12,7
9,5
17,5
23,7
31
30,3
26,6
11,6
11,4
32,1
32,8
16,5
15,4
17,5
28,4
16,2
22,7
17,8
14,5
26,3
18,3
21,2
25,1
28
22,5
21,5
19,1
25,1
25,5
23,3
21,8
18,4
18,5
20,5
24
19,2
21,7
22,6
17,8
24,7
20,5
14,7
11,7
20
26,5
25
24,6
21,2
25,7
27,4
24,9
20
18,8
28
28,7
23
22,1
16,6
18,6
22,1
18,9
19,1
18,9
23,7
30,1
24,1
30,6
29,6
18,4
20,5
28,3
25,4
22,3
20
18,4
28,6
29,7
21,4
20,6
22,7
24,1
24,4
23,4
22,8
21,8
20,9
19,7
18,3
18,2
30,5
32,9
29
19,9
20,2
19,1
18,6
18,5
18,5
19,1
19,2
19,5
19,9
19,5
18,8
18,9
19
19,9
19,7
19,6
19,7
20,2
20,1
19,5
20,4
20,4
20,3
20,2
19,5
20
20,4
19,9
17,6
17,3
16,3
17,4
21,3
19
15
21,2
22,9
23,9
24,8
24,1
21,1
19,8
27,1
28
29,5
29,1
25,7
22,6
24,5
23,4
30,2
29,9
26,1
20,5
26,4
26
27,3
26,6
22,4
21,7
21,7
22
21,2
21
23,7
25,2
28,1
30,1
30,6
29,3
28,4
31,5
31,6
30
26,3
21,9
29,4
31,3
34,8
21
21,4
24,8
25
24,8
21,9
27,2
24,8
24,5
24,9
25,6
33,4
35,3
35,5
22,8
33,7
34,3
29,6
27,6
26,6
24
23,7
22
32,1
35,3
29,4
30,3
32,4
21,7
21,4
21,6
24,1
29,8
31,2
30,4
29,1
28
25
26,6
27,1
25,3
24,8
25,4
25
23,2
23,5
22,7
22,4
24,8
24,7
21,8
27,5
31,2
27
25,2
25
25,9
30,7
24,9
25,2
30,7
26,9
23,1
22,6
22,9
24,9
24,5
24,1
23,8
23,7
25,8
31,8
33,8
25,2
22,7
20,1
21,7
25,5
30,6
32,8
25,5
25,4
25,1
25,1
24,4
23,3
22,5
26,3
28,7
28,9
27,8
23,1
26,1
30,7
24,8
23,6
26,6
30,7
30,3
29,1
28,6
26,8
29,7
25,9
28,7
30,6
30,8
29,6
23,6
22,9
22,5
35,2
36,9
25,3
22,6
35,9
34,4
31,3
28,4
25,9
25,7
26
26,1
23,8
25,3
24,6
24,6
26,1
26,8
26,9
25,3
22,8
23,4
34,7
30,6
27,3
26,1
26,2
30,2
28,6
33
29,2
20,9
29,9
33,4
22,8
22,6
23,6
23,1
27,4
25,1
27,2
31,6
25,8
23,8
23,1
21,7
21,6
27,8
21,6
21,5
19,7
29,6
21,4
30
23,5
28,3
28,5
29,1
27,5
25,5
29,3
30,5
29,8
25
23,9
33,7
31,9
29,7
27,2
28,3
32,8
29,4
31,1
32,4
32,3
30,7
30,4
28,7
28,3
28,1
26,8
28,7
29,5
33,6
35,6
25,2
24,9
33,9
34,3
33
28,8
23,1
22,5
21,7
27,4
31,4
30,1
22,9
23,8
27,7
29
28,5
29,7
30
24
21,9
22,6
25,4
25,8
23,5
23,2
22,8
22,3
22,1
27,4
32,8
28
23,7
22,9
29,5
31,3
34,5
21,4
19,7
19,4
30,2
29,5
22,8
22,7
21,2
34,6
28,5
27
23,3
23
22,3
22,3
26,8
26,9
25,1
22
21,9
18,2
19,1
20,8
25,5
26,5
28,5
21,7
17,5
26,2
30,3
27,7
23,6
17,1
22,6
24,6
28,2
30
30,2
22,9
28,6
26,2
23,6
22
27,9
26,1
24,4
19,5
19,3
21,2
24,6
26,5
26,3
18,5
23,7
25,4
19,4
28,2
19,2
19,1
20,6
21,8
23,7
24,3
18,7
25
21,9
20
19,3
26,2
18,4
26,4
27,8
23,5
23,6
23,1
22,3
19,2
18,7
18,9
19,8
20,3
20,2
19,9
19
19,2
28,1
16,4
26,2
24,3
17,1
22
23
19,3
19,8
19,7
19,4
20,1
20,7
23,3
21,5
20
20,2
19,8
19,2
18,3
17,8
17
20,4
26,7
27,4
19,7
19,6
17,5
28
28,9
26,9
21,5
19
18,9
21,2
19,3
19,5
20
19,8
15,2
15,5
14,7
12,8
10,4
10
10,4
9,8
13,5
12,8
7
19,6
21,4
11,8
9,4
8,7
24,7
13,8
13,6
12,9
10
16,4
